category,admin_unit,name,year,variable,variable_full,value,unit,unit_short,source,url,flag
geography,country,Germany,2012,sprawl_index_ctry,Sprawl index,2.7,index,index,OECD,https://stats.oecd.org/,"The sprawl index measures the growth (over the period 2000-06 and 2000-12, except Japan [1997-2006] and USA [2001-06 and 2001-11]) in built-up area adjusted for the growth in city population.When the city population changes, the index measures the increase in the built-up area relative to a benchmark where the built-up area would have increased in line with population growth. The SI index is equal to zero when both population and built-up area are stable over time. It is bigger (lower) than zero when the growth of built-up area is greater (smaller) than the growth of population, i.e. the city density has decreased (increased)."
geography,country,Hungary,2012,sprawl_index_ctry,Sprawl index,16.3,index,index,OECD,https://stats.oecd.org/,"The sprawl index measures the growth (over the period 2000-06 and 2000-12, except Japan [1997-2006] and USA [2001-06 and 2001-11]) in built-up area adjusted for the growth in city population.When the city population changes, the index measures the increase in the built-up area relative to a benchmark where the built-up area would have increased in line with population growth. The SI index is equal to zero when both population and built-up area are stable over time. It is bigger (lower) than zero when the growth of built-up area is greater (smaller) than the growth of population, i.e. the city density has decreased (increased)."
geography,country,Poland,2012,sprawl_index_ctry,Sprawl index,8.1,index,index,OECD,https://stats.oecd.org/,"The sprawl index measures the growth (over the period 2000-06 and 2000-12, except Japan [1997-2006] and USA [2001-06 and 2001-11]) in built-up area adjusted for the growth in city population.When the city population changes, the index measures the increase in the built-up area relative to a benchmark where the built-up area would have increased in line with population growth. The SI index is equal to zero when both population and built-up area are stable over time. It is bigger (lower) than zero when the growth of built-up area is greater (smaller) than the growth of population, i.e. the city density has decreased (increased)."
geography,country,Slovak Republic,2012,sprawl_index_ctry,Sprawl index,11.5,index,index,OECD,https://stats.oecd.org/,"The sprawl index measures the growth (over the period 2000-06 and 2000-12, except Japan [1997-2006] and USA [2001-06 and 2001-11]) in built-up area adjusted for the growth in city population.When the city population changes, the index measures the increase in the built-up area relative to a benchmark where the built-up area would have increased in line with population growth. The SI index is equal to zero when both population and built-up area are stable over time. It is bigger (lower) than zero when the growth of built-up area is greater (smaller) than the growth of population, i.e. the city density has decreased (increased)."
geography,metropolitan region,Berlin,2012,urban_area,Urbanised area,1383.3,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Bratislava,2012,urban_area,Urbanised area,306.2,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Budapest,2012,urban_area,Urbanised area,1059.3,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Katowice,2012,urban_area,Urbanised area,863.4,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Prague,2012,urban_area,Urbanised area,652.6,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Warsaw,2012,urban_area,Urbanised area,1145.0,km2,km2,OECD,https://stats.oecd.org/,
geography,metropolitan region,Berlin,2006,urban_area_share,Urbanised area share,19.98,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Bratislava,2006,urban_area_share,Urbanised area share,10.51,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Budapest,2006,urban_area_share,Urbanised area share,15.67,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Katowice,2006,urban_area_share,Urbanised area share,19.13,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Prague,2006,urban_area_share,Urbanised area share,14.93,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Warsaw,2006,urban_area_share,Urbanised area share,8.63,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Berlin,2012,urban_area_share,Urbanised area share,22.4,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Bratislava,2012,urban_area_share,Urbanised area share,11.77,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Budapest,2012,urban_area_share,Urbanised area share,17.49,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Katowice,2012,urban_area_share,Urbanised area share,22.02,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Prague,2012,urban_area_share,Urbanised area share,16.61,percent,%,OECD,https://stats.oecd.org/,
geography,metropolitan region,Warsaw,2012,urban_area_share,Urbanised area share,13.3,percent,%,OECD,https://stats.oecd.org/,
culture,city,Belgrade,2016,libraries,Public libraries,88,number,No.,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,
culture,city,Berlin,2016,libraries,Public libraries,78,number,No.,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,
culture,city,Bratislava,2016,libraries,Public libraries,42,number,No.,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2016,libraries,Public libraries,56,number,No.,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_zkk003b.html,
culture,city,Katowice,2016,libraries,Public libraries,37,number,No.,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html",
culture,city,Prague,2016,libraries,Public libraries,85,number,No.,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,Including branches
culture,city,Warsaw,2016,libraries,Public libraries,201,number,No.,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
culture,city,Belgrade,2016,book_loans,Book loans,2070757,number,No.,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,
culture,city,Berlin,2016,book_loans,Book loans,20988513,number,No.,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,
culture,city,Bratislava,2016,book_loans,Book loans,1692000,number,No.,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2016,book_loans,Book loans,3745000,number,No.,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_zkk003b.html,
culture,city,Katowice,2016,book_loans,Book loans,1328700,number,No.,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html",
culture,city,Prague,2016,book_loans,Book loans,7165000,number,No.,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
culture,city,Warsaw,2016,book_loans,Book loans,6180700,number,No.,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
culture,city,Belgrade,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",5.2,index ,index ,Municipalities and regions in the Republic of Serbia 2017,http://pod2.stat.gov.rs/ObjavljenePublikacije/G2017/pdfE/G20172023.pdf,"Calculated from: Public libraries, Population"
culture,city,Berlin,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",2.2,index ,index ,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,"Calculated from: Public libraries, Population"
culture,city,Bratislava,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",9.9,index ,index ,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,"Calculated from: Public libraries, Population"
culture,city,Budapest,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",3.2,index ,index ,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_zkk003b.html,"Calculated from: Public libraries, Population"
culture,city,Katowice,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",12.4,index ,index ,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html","Calculated from: Public libraries, Population"
culture,city,Prague,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",6.7,index ,index ,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,"Calculated from: Public libraries, Population"
culture,city,Warsaw,2016,libr_per_residents,"Public libraries (libraries per 100,000 residents)",11.5,index ,index ,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,"Calculated from: Public libraries, Population"
culture,city,Belgrade,2016,loans_per_resident,Book loans (loans per 1 resident),1.2,ratio,ratio,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,"Calculated from: Book loans, Population"
culture,city,Berlin,2016,loans_per_resident,Book loans (loans per 1 resident),5.9,ratio,ratio,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/jb2017/JB_2017_BE.pdf,"Calculated from: Book loans, Population"
culture,city,Bratislava,2016,loans_per_resident,Book loans (loans per 1 resident),4,ratio,ratio,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,"Calculated from: Book loans, Population"
culture,city,Budapest,2016,loans_per_resident,Book loans (loans per 1 resident),2.1,ratio,ratio,Hungarian Central Statistical Office,https://www.ksh.hu/docs/hun/xstadat/xstadat_eves/i_zkk003b.html,"Calculated from: Book loans, Population"
culture,city,Katowice,2016,loans_per_resident,Book loans (loans per 1 resident),4.5,ratio,ratio,Statistical Office in Katowice,"http://katowice.stat.gov.pl/publikacje-i-foldery/roczniki-statystyczne/wojewodztwo-slaskie-2017-podregiony-powiaty-gminy,5,16.html","Calculated from: Book loans, Population"
culture,city,Prague,2016,loans_per_resident,Book loans (loans per 1 resident),5.6,ratio,ratio,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,"Calculated from: Book loans, Population"
culture,city,Warsaw,2016,loans_per_resident,Book loans (loans per 1 resident),3.5,ratio,ratio,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,"Calculated from: Book loans, Population"
culture,city,Belgrade,2016,museums,Museums,47,number,No.,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,
culture,city,Berlin,2015,museums,Museums,167,number,No.,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/BE_Kap_2017.asp,
culture,city,Bratislava,2016,museums,Museums,33,number,No.,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2015,museums,Museums,85,number,No.,Statistical Yearbook of Budapest 2015,https://www.ksh.hu/docs/hun/xftp/idoszaki/evkonyv/budapest_evk_2015.pdf,
culture,city,Katowice,2017,museums,Museums,16,number,No.,"Katowice City Hall, Department of Culture",,
culture,city,Prague,2016,museums,Museums,88,number,No.,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
culture,city,Warsaw,2016,museums,Museums,70,number,No.,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
culture,city,Athens,2018,museums,Museums,44,number,No.,Athens in numbers – Athens webstie,http://www.thisisathens.org/essentials/athens-in-numbers/,Accessed: 2019-01-24
culture,city,Amsterdam,2018,museums,Museums,144,number,No.,World Cities Culture Forum,http://www.worldcitiescultureforum.com/data/total-number-of-museums,Accessed: 2019-01-24
culture,city,London,2018,museums,Museums,192,number,No.,World Cities Culture Forum,http://www.worldcitiescultureforum.com/data/total-number-of-museums,Accessed: 2019-01-24
culture,city,Belgrade,2016,theatres,Theatres,24,number,No.,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,
culture,city,Berlin,2016,theatres,Theatres,32,number,No.,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/BE_Kap_2017.asp,
culture,city,Bratislava,2016,theatres,Theatres,34,number,No.,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2015,theatres,Theatres,92,number,No.,Statistical Yearbook of Budapest 2015,https://www.ksh.hu/docs/hun/xftp/idoszaki/evkonyv/budapest_evk_2015.pdf,
culture,city,Katowice,2018,theatres,Theatres,15,number,No.,"Katowice City Hall, Department of Culture",,
culture,city,Prague,2017,theatres,Theatres,83,number,No.,"Database of cultural facilities, IPR Praha",,
culture,city,Warsaw,2016,theatres,Theatres,40,number,No.,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
culture,city,Belgrade,2016,museums_per_residents,"Museums (museums per 100,000 residents)",2.8,index,index,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,
culture,city,Berlin,2015,museums_per_residents,"Museums (museums per 100,000 residents)",4.7,index,index,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/BE_Kap_2017.asp,
culture,city,Bratislava,2016,museums_per_residents,"Museums (museums per 100,000 residents)",7.7,index,index,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2015,museums_per_residents,"Museums (museums per 100,000 residents)",4.8,index,index,Statistical Yearbook of Budapest 2015,https://www.ksh.hu/docs/hun/xftp/idoszaki/evkonyv/budapest_evk_2015.pdf,
culture,city,Katowice,2017,museums_per_residents,"Museums (museums per 100,000 residents)",5.4,index,index,"Katowice City Hall, Department of Culture",,
culture,city,Prague,2016,museums_per_residents,"Museums (museums per 100,000 residents)",6.9,index,index,Statistical Yearbook of Prague 2017,https://www.czso.cz/csu/czso/statistical-yearbook-of-prague-2017,
culture,city,Warsaw,2016,museums_per_residents,"Museums (museums per 100,000 residents)",4,index,index,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
culture,city,Belgrade,2016,theatres_per_residents,"Theatres (theatres per 100,000 residents)",1.4,index,index,Statistical Office of the Republic of the Republic of Serbia,http://publikacije.stat.gov.rs/G2017/PdfE/G20176009.pdf,
culture,city,Berlin,2016,theatres_per_residents,"Theatres (theatres per 100,000 residents)",0.9,index,index,Berlin Statistisches Jahrbuch 2017,https://www.statistik-berlin-brandenburg.de/produkte/Jahrbuch/BE_Kap_2017.asp,
culture,city,Bratislava,2016,theatres_per_residents,"Theatres (theatres per 100,000 residents)",8,index,index,Štatistická ročenka hlavného mesta SR Bratislavy 2017,https://sekarl.euba.sk/arl-eu/sk/detail-eu_un_cat-0242852-statisticka-rocenka-hlavneho-mesta-SR-Bratislavy-2017/,
culture,city,Budapest,2015,theatres_per_residents,"Theatres (theatres per 100,000 residents)",5.2,index,index,Statistical Yearbook of Budapest 2015,https://www.ksh.hu/docs/hun/xftp/idoszaki/evkonyv/budapest_evk_2015.pdf,
culture,city,Katowice,2018,theatres_per_residents,"Theatres (theatres per 100,000 residents)",5,index,index,"Katowice City Hall, Department of Culture",,
culture,city,Prague,2017,theatres_per_residents,"Theatres (theatres per 100,000 residents)",6.5,index,index,"Database of cultural facilities, IPR Praha",,
culture,city,Warsaw,2016,theatres_per_residents,"Theatres (theatres per 100,000 residents)",2.3,index,index,Statistical Yearbook of Warsaw 2017,http://warszawa.stat.gov.pl/en/information-about-voivodship/capital-of-voivodship/,
housing,city,Belgrade,2011,avg_household,Average size of households,2.7,person,person,Statistical Yearbook of Belgrade 2016,https://zis.beograd.gov.rs/index.php/2013-12-09-10-22-54/92-s-is-ic-i-g-dishnj-b-gr-d-2017.html,
housing,city,Berlin,2011,avg_household,Average size of households,1.7,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%24",
housing,city,Bratislava,2011,avg_household,Average size of households,2.4,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%25",
housing,city,Budapest,2011,avg_household,Average size of households,2.1,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%26",
housing,city,Katowice,2011,avg_household,Average size of households,2.3,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%27",
housing,city,Prague,2011,avg_household,Average size of households,2.1,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%28",
housing,city,Warsaw,2011,avg_household,Average size of households,2.2,person,person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%29",
housing,city,Belgrade,2011,avg_living_area,Average area of living accommodation,24.48,m²/person,m²/person,Statistical Yearbook of Belgrade 2016,https://zis.beograd.gov.rs/index.php/2013-12-09-10-22-54/92-s-is-ic-i-g-dishnj-b-gr-d-2017.html,
housing,city,Berlin,2010,avg_living_area,Average area of living accommodation,45,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
housing,city,Bratislava,2011,avg_living_area,Average area of living accommodation,26.10,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%24",
housing,city,Budapest,2011,avg_living_area,Average area of living accommodation,34.55,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%25",
housing,city,Katowice,2011,avg_living_area,Average area of living accommodation,26.60,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%26",
housing,city,Prague,2011,avg_living_area,Average area of living accommodation,22.08,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%27",
housing,city,Warsaw,2011,avg_living_area,Average area of living accommodation,29.40,m²/person,m²/person,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%28",
housing,city,Belgrade,2011,one_pers_household,Proportion of 1-person households,24.56,percent,%,"2011 Census of Population, Households and Dwellings in the Republic of Serbia",http://pod2.stat.gov.rs/ObjavljenePublikacije/Popis2011/Knjiga26.pdf,
housing,city,Berlin,2011,one_pers_household,Proportion of 1-person households,53.9,percent,%,Eurostat,"http://appsso.eurostat.ec.europa.eu/nui/show.do?query=BOOKMARK_DS-407628_QID_32808F29_UID_-3F171EB0&layout=TIME,C,X,0;CITIES,L,Y,0;INDIC_UR,L,Z,0;INDICATORS,C,Z,1;&zSelection=DS-407628INDIC_UR,DE3004I;DS-407628INDICATORS,OBS_FLAG;&rankName1=INDIC-UR_1_2_-1_2&rankName2=INDICATORS_1_2_-1_2&rankName3=TIME_1_0_0_0&rankName4=CITIES_1_2_0_1&sortC=ASC_-1_FIRST&rStp=&cStp=&rDCh=&cDCh=&rDM=true&cDM=true&footnes=false&empty=false&wai=false&time_mode=ROLLING&time_most_recent=false&lang=EN&cfo=%23%23%23%2C%23%23%23.%23%23%23",
